,time_period,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
9003,1,2012-01-16,1,1,1,1,0,1,0.14,0.1515,0.46,0.1343,25
9004,1,2012-01-16,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,20
9005,1,2012-01-16,1,1,1,1,0,1,0.14,0.2121,0.46,0.0,17
9006,1,2012-01-16,1,1,1,1,0,1,0.12,0.197,0.5,0.0,3
9007,1,2012-01-16,1,1,1,1,0,1,0.12,0.1515,0.58,0.1045,8
9008,1,2012-01-16,1,1,1,1,0,1,0.12,0.1667,0.54,0.0896,6
9009,2,2012-01-16,1,1,1,1,0,1,0.1,0.1364,0.54,0.0896,13
9010,2,2012-01-16,1,1,1,1,0,1,0.1,0.1364,0.54,0.1045,33
9011,2,2012-01-16,1,1,1,1,0,1,0.1,0.1212,0.58,0.1642,78
9012,2,2012-01-16,1,1,1,1,0,1,0.1,0.1212,0.58,0.1642,96
9013,2,2012-01-16,1,1,1,1,0,2,0.14,0.1364,0.59,0.194,126
9014,2,2012-01-16,1,1,1,1,0,1,0.16,0.1515,0.59,0.2537,179
9015,3,2012-01-16,1,1,1,1,0,1,0.2,0.1818,0.55,0.3284,185
9016,3,2012-01-16,1,1,1,1,0,2,0.24,0.197,0.41,0.4179,228
9017,3,2012-01-16,1,1,1,1,0,1,0.24,0.2121,0.44,0.3881,181
9018,3,2012-01-16,1,1,1,1,0,1,0.26,0.2121,0.44,0.4478,192
9019,3,2012-01-16,1,1,1,1,0,1,0.26,0.2273,0.44,0.3582,180
9020,3,2012-01-16,1,1,1,1,0,1,0.26,0.2273,0.48,0.3284,193
9021,4,2012-01-16,1,1,1,1,0,1,0.26,0.2273,0.52,0.3284,181
9022,4,2012-01-16,1,1,1,1,0,1,0.26,0.2424,0.56,0.2836,144
9023,4,2012-01-16,1,1,1,1,0,1,0.26,0.2424,0.6,0.2836,90
9024,4,2012-01-16,1,1,1,1,0,1,0.28,0.2576,0.52,0.3284,49
9025,4,2012-01-16,1,1,1,1,0,2,0.3,0.2727,0.49,0.3582,43
9026,4,2012-01-16,1,1,1,1,0,3,0.26,0.2273,0.7,0.2985,28
9027,1,2012-01-17,1,1,1,2,1,2,0.26,0.2273,0.7,0.3284,12
9028,1,2012-01-17,1,1,1,2,1,2,0.28,0.2576,0.65,0.3582,2
9029,1,2012-01-17,1,1,1,2,1,3,0.28,0.2727,0.75,0.2537,12
9030,1,2012-01-17,1,1,1,2,1,3,0.32,0.303,0.66,0.3284,2
9031,1,2012-01-17,1,1,1,2,1,3,0.32,0.303,0.66,0.3284,13
9032,2,2012-01-17,1,1,1,2,1,3,0.3,0.2879,0.75,0.2537,57
9033,2,2012-01-17,1,1,1,2,1,3,0.3,0.2879,0.81,0.2239,126
9034,2,2012-01-17,1,1,1,2,1,3,0.3,0.2879,0.81,0.2836,93
9035,2,2012-01-17,1,1,1,2,1,3,0.32,0.303,0.81,0.2537,68
9036,2,2012-01-17,1,1,1,2,1,3,0.3,0.2879,0.87,0.2537,62
9037,2,2012-01-17,1,1,1,2,1,2,0.34,0.3485,0.87,0.1045,75
9038,3,2012-01-17,1,1,1,2,1,2,0.32,0.303,0.87,0.2836,86
9039,3,2012-01-17,1,1,1,2,1,2,0.38,0.3939,0.76,0.3284,103
9040,3,2012-01-17,1,1,1,2,1,1,0.44,0.4394,0.62,0.4925,132
9041,3,2012-01-17,1,1,1,2,1,1,0.44,0.4394,0.62,0.4925,129
9042,3,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.63,0.5522,219
9043,3,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.63,0.4478,462
9044,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.63,0.4478,463
9045,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.63,0.4179,308
9046,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.63,0.3582,180
9047,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.67,0.4627,180
9048,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.72,0.3881,90
9049,4,2012-01-17,1,1,1,2,1,1,0.46,0.4545,0.72,0.3881,61
9050,1,2012-01-18,1,1,1,3,1,2,0.46,0.4545,0.77,0.3284,17
9051,1,2012-01-18,1,1,1,3,1,2,0.46,0.4545,0.77,0.3284,10
9052,1,2012-01-18,1,1,1,3,1,2,0.44,0.4394,0.51,0.4925,2
9053,1,2012-01-18,1,1,1,3,1,2,0.44,0.4394,0.51,0.4925,4
9054,1,2012-01-18,1,1,1,3,1,1,0.34,0.2879,0.46,0.5224,1
9055,1,2012-01-18,1,1,1,3,1,1,0.34,0.2879,0.46,0.5224,29
9056,2,2012-01-18,1,1,1,3,1,1,0.34,0.2879,0.36,0.5224,88
9057,2,2012-01-18,1,1,1,3,1,1,0.32,0.2879,0.42,0.3582,263
9058,2,2012-01-18,1,1,1,3,1,1,0.3,0.2727,0.52,0.4179,489
9059,2,2012-01-18,1,1,1,3,1,1,0.28,0.2576,0.52,0.3284,202
9060,2,2012-01-18,1,1,1,3,1,1,0.3,0.2727,0.42,0.4627,93
9061,2,2012-01-18,1,1,1,3,1,1,0.3,0.2727,0.42,0.3881,114
9062,3,2012-01-18,1,1,1,3,1,1,0.3,0.2576,0.39,0.4925,161
9063,3,2012-01-18,1,1,1,3,1,1,0.3,0.2727,0.42,0.4627,130
9064,3,2012-01-18,1,1,1,3,1,1,0.3,0.2727,0.33,0.3881,105
9065,3,2012-01-18,1,1,1,3,1,1,0.3,0.2576,0.33,0.5224,130
9066,3,2012-01-18,1,1,1,3,1,1,0.28,0.2273,0.3,0.5224,176
9067,3,2012-01-18,1,1,1,3,1,1,0.26,0.2121,0.33,0.4478,346
9068,4,2012-01-18,1,1,1,3,1,1,0.24,0.2121,0.32,0.3582,355
9069,4,2012-01-18,1,1,1,3,1,1,0.22,0.197,0.37,0.3881,256
9070,4,2012-01-18,1,1,1,3,1,1,0.22,0.2121,0.37,0.2537,165
9071,4,2012-01-18,1,1,1,3,1,1,0.2,0.1667,0.4,0.4179,124
9072,4,2012-01-18,1,1,1,3,1,1,0.18,0.1667,0.47,0.2537,78
9073,4,2012-01-18,1,1,1,3,1,1,0.16,0.1364,0.47,0.2985,38
9074,1,2012-01-19,1,1,1,4,1,1,0.14,0.1364,0.5,0.194,16
9075,1,2012-01-19,1,1,1,4,1,1,0.14,0.1515,0.5,0.1642,5
9076,1,2012-01-19,1,1,1,4,1,1,0.14,0.1515,0.5,0.1343,3
9077,1,2012-01-19,1,1,1,4,1,1,0.12,0.1515,0.54,0.1045,4
9078,1,2012-01-19,1,1,1,4,1,1,0.12,0.1515,0.54,0.1045,1
9079,1,2012-01-19,1,1,1,4,1,1,0.12,0.1212,0.55,0.2537,19
9080,2,2012-01-19,1,1,1,4,1,1,0.12,0.1364,0.54,0.1642,86
9081,2,2012-01-19,1,1,1,4,1,1,0.12,0.1667,0.54,0.0896,206
9082,2,2012-01-19,1,1,1,4,1,1,0.12,0.1515,0.54,0.1045,423
9083,2,2012-01-19,1,1,1,4,1,1,0.12,0.197,0.54,0.0,210
9084,2,2012-01-19,1,1,1,4,1,1,0.14,0.2121,0.59,0.0,108
9085,2,2012-01-19,1,1,1,4,1,1,0.16,0.1667,0.55,0.1642,99
9086,3,2012-01-19,1,1,1,4,1,1,0.2,0.197,0.51,0.194,111
9087,3,2012-01-19,1,1,1,4,1,1,0.22,0.2121,0.47,0.2836,124
9088,3,2012-01-19,1,1,1,4,1,1,0.24,0.2273,0.44,0.194,119
9089,3,2012-01-19,1,1,1,4,1,1,0.26,0.2273,0.44,0.2985,127
9090,3,2012-01-19,1,1,1,4,1,1,0.26,0.2273,0.41,0.3284,193
9091,3,2012-01-19,1,1,1,4,1,2,0.26,0.2273,0.44,0.3284,385
9092,4,2012-01-19,1,1,1,4,1,2,0.26,0.2273,0.44,0.3284,361
9093,4,2012-01-19,1,1,1,4,1,2,0.26,0.2273,0.48,0.2985,234
9094,4,2012-01-19,1,1,1,4,1,1,0.26,0.2121,0.52,0.4478,191
9095,4,2012-01-19,1,1,1,4,1,1,0.26,0.2273,0.44,0.3582,121
9096,4,2012-01-19,1,1,1,4,1,2,0.26,0.2273,0.44,0.4179,90
9097,4,2012-01-19,1,1,1,4,1,1,0.26,0.2273,0.48,0.3284,56
9098,1,2012-01-20,1,1,1,5,1,2,0.26,0.2273,0.48,0.2985,27
9099,1,2012-01-20,1,1,1,5,1,1,0.26,0.2727,0.48,0.1343,15
9100,1,2012-01-20,1,1,1,5,1,1,0.26,0.2727,0.48,0.1343,11
9101,1,2012-01-20,1,1,1,5,1,1,0.24,0.2576,0.52,0.1045,4
9102,1,2012-01-20,1,1,1,5,1,1,0.22,0.2424,0.6,0.1045,3
9103,1,2012-01-20,1,1,1,5,1,1,0.22,0.2424,0.6,0.1045,19
9104,2,2012-01-20,1,1,1,5,1,1,0.24,0.2121,0.6,0.2836,68
9105,2,2012-01-20,1,1,1,5,1,1,0.22,0.2121,0.69,0.2239,185
9106,2,2012-01-20,1,1,1,5,1,1,0.22,0.2121,0.64,0.2537,425
9107,2,2012-01-20,1,1,1,5,1,1,0.22,0.197,0.47,0.3881,263
9108,2,2012-01-20,1,1,1,5,1,2,0.22,0.2121,0.44,0.2836,97
9109,2,2012-01-20,1,1,1,5,1,2,0.2,0.1818,0.32,0.3582,123
9110,3,2012-01-20,1,1,1,5,1,2,0.2,0.1818,0.34,0.3284,124
9111,3,2012-01-20,1,1,1,5,1,1,0.22,0.2121,0.32,0.2985,156
9112,3,2012-01-20,1,1,1,5,1,2,0.22,0.2121,0.35,0.2985,115
9113,3,2012-01-20,1,1,1,5,1,2,0.22,0.2273,0.35,0.194,156
9114,3,2012-01-20,1,1,1,5,1,2,0.2,0.2121,0.37,0.1642,174
9115,3,2012-01-20,1,1,1,5,1,2,0.22,0.2576,0.32,0.0896,349
9116,4,2012-01-20,1,1,1,5,1,2,0.2,0.2273,0.34,0.0896,301
9117,4,2012-01-20,1,1,1,5,1,2,0.2,0.2273,0.37,0.1045,192
9118,4,2012-01-20,1,1,1,5,1,2,0.2,0.2273,0.34,0.0896,142
9119,4,2012-01-20,1,1,1,5,1,2,0.2,0.2273,0.37,0.0896,104
9120,4,2012-01-20,1,1,1,5,1,2,0.2,0.197,0.37,0.2239,72
9121,4,2012-01-20,1,1,1,5,1,3,0.16,0.1515,0.64,0.2239,38
9122,1,2012-01-21,1,1,1,6,0,3,0.16,0.1515,0.64,0.2239,24
9123,1,2012-01-21,1,1,1,6,0,4,0.14,0.1364,0.86,0.194,23
9124,1,2012-01-21,1,1,1,6,0,3,0.14,0.2121,0.86,0.0,26
9125,1,2012-01-21,1,1,1,6,0,3,0.14,0.1818,0.93,0.0896,13
9126,1,2012-01-21,1,1,1,6,0,3,0.16,0.197,0.86,0.0896,1
9127,1,2012-01-21,1,1,1,6,0,3,0.16,0.1818,0.86,0.1045,2
9128,2,2012-01-21,1,1,1,6,0,3,0.16,0.1667,0.93,0.1642,1
9129,2,2012-01-21,1,1,1,6,0,3,0.16,0.1667,0.93,0.1642,13
9130,2,2012-01-21,1,1,1,6,0,2,0.16,0.1515,0.93,0.2537,25
9131,2,2012-01-21,1,1,1,6,0,2,0.16,0.1515,0.93,0.2537,42
9132,2,2012-01-21,1,1,1,6,0,3,0.16,0.1515,0.93,0.2537,45
9133,2,2012-01-21,1,1,1,6,0,2,0.18,0.2121,0.86,0.1045,63
9134,3,2012-01-21,1,1,1,6,0,2,0.2,0.2121,0.8,0.1642,67
9135,3,2012-01-21,1,1,1,6,0,2,0.2,0.197,0.8,0.2537,76
9136,3,2012-01-21,1,1,1,6,0,3,0.2,0.197,0.8,0.194,95
9137,3,2012-01-21,1,1,1,6,0,3,0.2,0.197,0.8,0.194,119
9138,3,2012-01-21,1,1,1,6,0,2,0.2,0.1818,0.8,0.2985,118
9139,3,2012-01-21,1,1,1,6,0,2,0.2,0.1818,0.8,0.3881,106
9140,4,2012-01-21,1,1,1,6,0,2,0.2,0.1818,0.75,0.3881,110
9141,4,2012-01-21,1,1,1,6,0,2,0.18,0.1515,0.8,0.3881,85
9142,4,2012-01-21,1,1,1,6,0,2,0.18,0.1667,0.8,0.2985,67
9143,4,2012-01-21,1,1,1,6,0,1,0.18,0.1515,0.74,0.3284,69
9144,4,2012-01-21,1,1,1,6,0,2,0.18,0.1667,0.74,0.2985,59
9145,4,2012-01-21,1,1,1,6,0,2,0.16,0.1515,0.8,0.2537,52
9146,1,2012-01-22,1,1,1,0,0,1,0.16,0.1364,0.8,0.2985,52
9147,1,2012-01-22,1,1,1,0,0,2,0.18,0.1667,0.74,0.2985,50
9148,1,2012-01-22,1,1,1,0,0,2,0.18,0.1667,0.74,0.2836,47
9149,1,2012-01-22,1,1,1,0,0,2,0.18,0.1667,0.69,0.2836,21
9150,1,2012-01-22,1,1,1,0,0,3,0.16,0.1364,0.8,0.2836,2
9151,1,2012-01-22,1,1,1,0,0,3,0.16,0.1515,0.74,0.2239,3
9152,2,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.74,0.2239,4
9153,2,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.74,0.2239,13
9154,2,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.74,0.2239,32
9155,2,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.74,0.2239,63
9156,2,2012-01-22,1,1,1,0,0,2,0.16,0.1364,0.74,0.2836,129
9157,2,2012-01-22,1,1,1,0,0,3,0.16,0.1515,0.8,0.2537,133
9158,3,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.8,0.2239,185
9159,3,2012-01-22,1,1,1,0,0,2,0.16,0.1818,0.8,0.1343,199
9160,3,2012-01-22,1,1,1,0,0,2,0.16,0.1667,0.8,0.1642,182
9161,3,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.8,0.194,176
9162,3,2012-01-22,1,1,1,0,0,2,0.16,0.1515,0.8,0.194,155
9163,3,2012-01-22,1,1,1,0,0,2,0.16,0.1818,0.8,0.1045,108
9164,4,2012-01-22,1,1,1,0,0,3,0.16,0.1818,0.86,0.1045,121
9165,4,2012-01-22,1,1,1,0,0,3,0.16,0.1818,0.86,0.1045,89
9166,4,2012-01-22,1,1,1,0,0,3,0.16,0.1667,0.86,0.1642,74
9167,4,2012-01-22,1,1,1,0,0,3,0.16,0.1818,0.86,0.1045,44
9168,4,2012-01-22,1,1,1,0,0,2,0.16,0.197,0.93,0.0896,58
9169,4,2012-01-22,1,1,1,0,0,2,0.16,0.1818,0.93,0.1045,37
9170,1,2012-01-23,1,1,1,1,1,2,0.18,0.2424,0.86,0.0,19
9171,1,2012-01-23,1,1,1,1,1,2,0.18,0.2121,0.86,0.1045,4
9172,1,2012-01-23,1,1,1,1,1,2,0.18,0.2121,0.86,0.1045,2
9173,1,2012-01-23,1,1,1,1,1,2,0.18,0.2424,0.86,0.0,1
9174,1,2012-01-23,1,1,1,1,1,2,0.2,0.2576,0.8,0.0,1
9175,1,2012-01-23,1,1,1,1,1,2,0.2,0.2576,0.86,0.0,19
9176,2,2012-01-23,1,1,1,1,1,2,0.2,0.2576,0.86,0.0,42
9177,2,2012-01-23,1,1,1,1,1,3,0.2,0.2576,0.86,0.0,122
9178,2,2012-01-23,1,1,1,1,1,3,0.2,0.2121,0.86,0.1343,272
9179,2,2012-01-23,1,1,1,1,1,2,0.2,0.2273,0.86,0.0896,211
9180,2,2012-01-23,1,1,1,1,1,2,0.2,0.2576,0.93,0.0,149
9181,2,2012-01-23,1,1,1,1,1,2,0.2,0.2273,0.93,0.0896,62
9182,3,2012-01-23,1,1,1,1,1,2,0.22,0.2727,0.93,0.0,62
9183,3,2012-01-23,1,1,1,1,1,3,0.22,0.2576,0.93,0.0896,37
9184,3,2012-01-23,1,1,1,1,1,3,0.22,0.2273,0.93,0.194,61
9185,3,2012-01-23,1,1,1,1,1,2,0.22,0.2121,1.0,0.2239,74
9186,3,2012-01-23,1,1,1,1,1,2,0.24,0.2424,0.93,0.1642,122
9187,3,2012-01-23,1,1,1,1,1,2,0.24,0.2576,0.96,0.1045,276
9188,4,2012-01-23,1,1,1,1,1,2,0.24,0.2424,0.93,0.1343,282
9189,4,2012-01-23,1,1,1,1,1,2,0.26,0.2576,0.93,0.1642,220
9190,4,2012-01-23,1,1,1,1,1,2,0.26,0.2576,1.0,0.1642,169
9191,4,2012-01-23,1,1,1,1,1,2,0.26,0.2424,1.0,0.2836,120
9192,4,2012-01-23,1,1,1,1,1,2,0.26,0.2424,1.0,0.2836,68
9193,4,2012-01-23,1,1,1,1,1,2,0.28,0.2576,0.93,0.3284,37
9194,1,2012-01-24,1,1,1,2,1,2,0.3,0.2879,1.0,0.2836,25
9195,1,2012-01-24,1,1,1,2,1,2,0.32,0.303,0.93,0.2537,9
9196,1,2012-01-24,1,1,1,2,1,2,0.32,0.303,0.93,0.2239,8
9197,1,2012-01-24,1,1,1,2,1,2,0.32,0.3333,0.93,0.1343,3
9198,1,2012-01-24,1,1,1,2,1,2,0.3,0.3182,1.0,0.0896,2
9199,1,2012-01-24,1,1,1,2,1,2,0.3,0.3182,1.0,0.0896,26
9200,2,2012-01-24,1,1,1,2,1,2,0.32,0.3182,0.93,0.194,89
9201,2,2012-01-24,1,1,1,2,1,2,0.32,0.3333,0.93,0.1343,232
9202,2,2012-01-24,1,1,1,2,1,2,0.32,0.3333,0.93,0.1343,490
9203,2,2012-01-24,1,1,1,2,1,2,0.32,0.3333,0.87,0.0896,255
9204,2,2012-01-24,1,1,1,2,1,1,0.32,0.3333,0.93,0.0896,116
9205,2,2012-01-24,1,1,1,2,1,1,0.34,0.3333,0.87,0.1343,153
9206,3,2012-01-24,1,1,1,2,1,1,0.34,0.3333,0.87,0.1642,175
9207,3,2012-01-24,1,1,1,2,1,1,0.34,0.3333,0.87,0.1642,203
9208,3,2012-01-24,1,1,1,2,1,1,0.36,0.3485,0.81,0.2239,173
9209,3,2012-01-24,1,1,1,2,1,2,0.4,0.4091,0.71,0.1642,208
9210,3,2012-01-24,1,1,1,2,1,1,0.4,0.4091,0.71,0.1343,278
9211,3,2012-01-24,1,1,1,2,1,1,0.42,0.4242,0.67,0.0896,515
9212,4,2012-01-24,1,1,1,2,1,1,0.4,0.4091,0.62,0.0896,423
9213,4,2012-01-24,1,1,1,2,1,1,0.44,0.4394,0.51,0.0896,331
9214,4,2012-01-24,1,1,1,2,1,1,0.32,0.3485,0.76,0.0,229
9215,4,2012-01-24,1,1,1,2,1,1,0.36,0.3788,0.71,0.0,172
9216,4,2012-01-24,1,1,1,2,1,1,0.32,0.3485,0.81,0.0,125
9217,4,2012-01-24,1,1,1,2,1,1,0.32,0.3485,0.76,0.0,99
9218,1,2012-01-25,1,1,1,3,1,1,0.26,0.303,0.93,0.0,31
9219,1,2012-01-25,1,1,1,3,1,1,0.3,0.2879,0.7,0.2239,13
9220,1,2012-01-25,1,1,1,3,1,1,0.28,0.2727,0.7,0.194,6
9221,1,2012-01-25,1,1,1,3,1,1,0.26,0.2576,0.75,0.194,1
9222,1,2012-01-25,1,1,1,3,1,1,0.26,0.2424,0.7,0.2836,4
9223,1,2012-01-25,1,1,1,3,1,1,0.26,0.2424,0.7,0.2836,33
9224,2,2012-01-25,1,1,1,3,1,1,0.24,0.2273,0.73,0.2239,88
9225,2,2012-01-25,1,1,1,3,1,1,0.24,0.2273,0.75,0.2239,257
9226,2,2012-01-25,1,1,1,3,1,1,0.24,0.2273,0.7,0.2537,513
9227,2,2012-01-25,1,1,1,3,1,1,0.24,0.2273,0.7,0.2537,236
9228,2,2012-01-25,1,1,1,3,1,2,0.26,0.2273,0.7,0.3284,141
9229,2,2012-01-25,1,1,1,3,1,2,0.3,0.2727,0.61,0.2985,157
9230,3,2012-01-25,1,1,1,3,1,1,0.32,0.3333,0.53,0.1343,193
9231,3,2012-01-25,1,1,1,3,1,1,0.34,0.3333,0.49,0.1343,212
9232,3,2012-01-25,1,1,1,3,1,1,0.34,0.3485,0.49,0.0896,160
9233,3,2012-01-25,1,1,1,3,1,1,0.36,0.3788,0.46,0.0,155
9234,3,2012-01-25,1,1,1,3,1,1,0.34,0.3333,0.53,0.1642,246
9235,3,2012-01-25,1,1,1,3,1,1,0.36,0.3485,0.53,0.1642,470
9236,4,2012-01-25,1,1,1,3,1,1,0.32,0.3333,0.66,0.1343,439
9237,4,2012-01-25,1,1,1,3,1,2,0.34,0.3636,0.53,0.0,316
9238,4,2012-01-25,1,1,1,3,1,1,0.32,0.3182,0.61,0.194,235
9239,4,2012-01-25,1,1,1,3,1,1,0.3,0.3333,0.65,0.0,185
9240,4,2012-01-25,1,1,1,3,1,1,0.3,0.3182,0.65,0.0896,113
9241,4,2012-01-25,1,1,1,3,1,2,0.28,0.3182,0.65,0.0,66
9242,1,2012-01-26,1,1,1,4,1,2,0.28,0.2879,0.75,0.1045,25
9243,1,2012-01-26,1,1,1,4,1,2,0.28,0.3182,0.75,0.0,21
9244,1,2012-01-26,1,1,1,4,1,2,0.28,0.2727,0.75,0.1642,7
9245,1,2012-01-26,1,1,1,4,1,2,0.28,0.303,0.75,0.0896,6
9246,1,2012-01-26,1,1,1,4,1,1,0.28,0.3182,0.75,0.0,3
9247,1,2012-01-26,1,1,1,4,1,2,0.3,0.3182,0.75,0.1045,28
9248,2,2012-01-26,1,1,1,4,1,2,0.28,0.3182,0.81,0.0,88
9249,2,2012-01-26,1,1,1,4,1,2,0.28,0.303,0.81,0.0896,239
9250,2,2012-01-26,1,1,1,4,1,2,0.28,0.303,0.81,0.0896,530
9251,2,2012-01-26,1,1,1,4,1,2,0.3,0.3333,0.81,0.0,274
9252,2,2012-01-26,1,1,1,4,1,2,0.3,0.303,0.81,0.1343,108
9253,2,2012-01-26,1,1,1,4,1,2,0.3,0.3182,0.87,0.1045,111
9254,3,2012-01-26,1,1,1,4,1,2,0.34,0.3333,0.81,0.1343,165
9255,3,2012-01-26,1,1,1,4,1,2,0.38,0.3939,0.71,0.0,173
9256,3,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.71,0.1045,128
9257,3,2012-01-26,1,1,1,4,1,2,0.42,0.4242,0.71,0.1045,164
9258,3,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.71,0.0896,224
9259,3,2012-01-26,1,1,1,4,1,2,0.42,0.4242,0.71,0.0,413
9260,4,2012-01-26,1,1,1,4,1,2,0.42,0.4242,0.71,0.0,406
9261,4,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.76,0.1045,313
9262,4,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.82,0.1343,224
9263,4,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.76,0.1045,192
9264,4,2012-01-26,1,1,1,4,1,1,0.38,0.3939,0.82,0.1045,142
9265,4,2012-01-26,1,1,1,4,1,2,0.4,0.4091,0.82,0.0,91
9266,1,2012-01-27,1,1,1,5,1,2,0.4,0.4091,0.82,0.2537,38
9267,1,2012-01-27,1,1,1,5,1,2,0.4,0.4091,0.87,0.2239,29
9268,1,2012-01-27,1,1,1,5,1,1,0.42,0.4242,0.94,0.1343,13
9269,1,2012-01-27,1,1,1,5,1,2,0.42,0.4242,0.94,0.2836,8
9270,1,2012-01-27,1,1,1,5,1,2,0.4,0.4091,1.0,0.2985,4
9271,1,2012-01-27,1,1,1,5,1,2,0.42,0.4242,0.94,0.3284,24
9272,2,2012-01-27,1,1,1,5,1,2,0.42,0.4242,1.0,0.3284,72
9273,2,2012-01-27,1,1,1,5,1,2,0.42,0.4242,1.0,0.2985,134
9274,2,2012-01-27,1,1,1,5,1,3,0.5,0.4848,0.88,0.2836,220
9275,2,2012-01-27,1,1,1,5,1,3,0.5,0.4848,0.88,0.2836,107
9276,2,2012-01-27,1,1,1,5,1,3,0.48,0.4697,1.0,0.1642,126
9277,2,2012-01-27,1,1,1,5,1,2,0.48,0.4697,0.94,0.1343,105
9278,3,2012-01-27,1,1,1,5,1,2,0.5,0.4848,0.88,0.1642,180
9279,3,2012-01-27,1,1,1,5,1,1,0.5,0.4848,0.59,0.4627,201
9280,3,2012-01-27,1,1,1,5,1,1,0.5,0.4848,0.55,0.5522,176
9281,3,2012-01-27,1,1,1,5,1,1,0.48,0.4697,0.51,0.3284,197
9282,3,2012-01-27,1,1,1,5,1,1,0.44,0.4394,0.51,0.5522,267
9283,3,2012-01-27,1,1,1,5,1,1,0.42,0.4242,0.5,0.5821,422
9284,4,2012-01-27,1,1,1,5,1,1,0.4,0.4091,0.5,0.4925,383
9285,4,2012-01-27,1,1,1,5,1,1,0.36,0.3333,0.5,0.3881,251
9286,4,2012-01-27,1,1,1,5,1,1,0.34,0.303,0.53,0.3582,159
9287,4,2012-01-27,1,1,1,5,1,1,0.34,0.2879,0.53,0.5224,135
9288,4,2012-01-27,1,1,1,5,1,1,0.34,0.303,0.49,0.3881,119
9289,4,2012-01-27,1,1,1,5,1,1,0.32,0.2879,0.49,0.4179,86
9290,1,2012-01-28,1,1,1,6,0,1,0.3,0.2879,0.52,0.2836,69
9291,1,2012-01-28,1,1,1,6,0,1,0.3,0.303,0.52,0.1642,58
9292,1,2012-01-28,1,1,1,6,0,1,0.26,0.303,0.6,0.0,41
9293,1,2012-01-28,1,1,1,6,0,1,0.26,0.2879,0.6,0.0896,17
9294,1,2012-01-28,1,1,1,6,0,1,0.26,0.2576,0.6,0.1642,8
9295,1,2012-01-28,1,1,1,6,0,1,0.24,0.2576,0.75,0.0896,10
9296,2,2012-01-28,1,1,1,6,0,1,0.24,0.2879,0.7,0.0,15
9297,2,2012-01-28,1,1,1,6,0,1,0.22,0.2727,0.75,0.0,31
9298,2,2012-01-28,1,1,1,6,0,1,0.2,0.2273,0.8,0.0896,91
9299,2,2012-01-28,1,1,1,6,0,1,0.22,0.2727,0.8,0.0,158
9300,2,2012-01-28,1,1,1,6,0,1,0.26,0.2727,0.7,0.1343,191
9301,2,2012-01-28,1,1,1,6,0,1,0.3,0.303,0.56,0.1343,296
9302,3,2012-01-28,1,1,1,6,0,1,0.3,0.2879,0.61,0.2836,314
9303,3,2012-01-28,1,1,1,6,0,1,0.34,0.3182,0.57,0.2537,373
9304,3,2012-01-28,1,1,1,6,0,1,0.38,0.3939,0.5,0.3881,362
9305,3,2012-01-28,1,1,1,6,0,1,0.4,0.4091,0.47,0.3284,410
9306,3,2012-01-28,1,1,1,6,0,1,0.42,0.4242,0.44,0.3582,407
9307,3,2012-01-28,1,1,1,6,0,1,0.42,0.4242,0.44,0.3881,290
9308,4,2012-01-28,1,1,1,6,0,1,0.42,0.4242,0.41,0.2239,241
9309,4,2012-01-28,1,1,1,6,0,2,0.42,0.4242,0.41,0.5522,206
9310,4,2012-01-28,1,1,1,6,0,1,0.4,0.4091,0.35,0.3881,120
9311,4,2012-01-28,1,1,1,6,0,1,0.36,0.3333,0.29,0.3582,127
9312,4,2012-01-28,1,1,1,6,0,1,0.34,0.3333,0.34,0.194,103
9313,4,2012-01-28,1,1,1,6,0,1,0.32,0.3182,0.31,0.194,85
9314,1,2012-01-29,1,1,1,0,0,1,0.3,0.2879,0.33,0.2239,96
9315,1,2012-01-29,1,1,1,0,0,1,0.3,0.2727,0.28,0.3582,73
9316,1,2012-01-29,1,1,1,0,0,1,0.28,0.2576,0.26,0.3284,51
9317,1,2012-01-29,1,1,1,0,0,1,0.26,0.2576,0.28,0.194,21
9318,1,2012-01-29,1,1,1,0,0,1,0.24,0.2576,0.3,0.0,5
9319,1,2012-01-29,1,1,1,0,0,1,0.2,0.2121,0.51,0.1343,7
9320,2,2012-01-29,1,1,1,0,0,1,0.2,0.2273,0.4,0.1045,5
